material_id,formation_energy_per_atom,pretty_formula
mp-15590,-3.309517957,Sr2Nb2O7
mp-1199210,-2.817339578,Li3MnP2(O3F2)2
mp-5803,-2.940792557,NbPO5
mp-643564,-1.852468721,FeH2SO5
mp-1192977,-1.05095331,Cr2Hg2O9
mp-556252,-2.042695588,Na4Cu(MoO4)3
mp-28699,-2.372415419,Li4V3O8
mp-557614,-2.438938798,Cd(PO3)2
mp-1202347,0.265763488,Cu(ClO7)2
mp-1181664,-1.183144489,Fe(SeO3)3
mp-554704,-2.791781129,TiPHO5
mp-505688,-2.388099616,VPPbO6
mp-1197089,-2.818024089,Na2LuPWO8
mp-24313,-1.367728892,ZnH6(CO3)2
mp-22244,-2.742599368,GdCrO4
mp-19051,-2.657865105,LaCoO3
mp-19096,-2.937114867,Ba2VO4
mp-554541,-2.625022559,Sr4Cr3O9
mp-1195076,-2.103243099,K2MnV14O40
mp-31629,-3.058522315,Ta2CrO6
mp-1199380,-1.488328179,Cu5(PO6)2
mp-19710,-2.67144298,Tb3Fe5O12
mp-1198694,-2.662360565,CsVPO5
mp-19162,-3.232012815,LaVO4
mp-581301,-2.230208463,Li2MgMn3O8
mp-1104863,-2.23347678,BaYbFe4O7
mp-1181316,-0.76785365,Fe3(AsO8)2
mp-1190827,-2.523187573,Ba2CoGe2O7
mp-1205244,-0.983955139,Cr2FeNO8
mp-1192408,-2.533245691,KCo(PO3)3
mp-735662,-1.719443179,Fe4As10PbO22
mp-1191480,-0.453362635,HgClO4
mp-622105,-2.197385137,Ba2DyCu3O7
mp-20329,-1.404219795,InAgO2
mp-1078377,-2.887929293,LiNbO3
mp-1106241,-2.805652436,BaTbMn2O5
mp-16796,-2.828695853,Sr2GdRuO6
mp-22341,-2.863835705,PrFeO3
mp-20399,-2.67305225,Ba2MnMoO6
mp-13726,-3.129931405,Na3SrLaZnSi6O17
mp-11020,-1.592606929,GaAgO2
mp-14973,-2.306704096,AgMo2P3O13
mp-19842,-2.430594962,CaFeO2
mp-555980,-2.698340288,Ba2Zn3(PO3)10
mp-557084,-3.082630077,Al2CuSi2O7F2
mp-608016,-2.24685919,Mg(FeO2)2
mp-9660,-2.791826013,Sr2Cu(BO3)2
mp-555839,-1.594559893,MnNi(BiO3)2
mp-1104460,-1.863482642,Zn(PO2)2
mp-541332,-2.489707634,Sr2LaGaCu2O7
mp-505004,-1.595885979,MnH10SO9
mp-650960,-0.979957235,Hf(ClO4)4
mp-695793,-1.382561709,ZnAs4(HO2)8
mp-561516,-2.203257199,BaYFe4O7
mp-1188629,-1.885725619,CaV4(PdO4)3
mp-557910,-2.344830627,Cd2PO4F
mp-560308,-3.270962171,BaZr4(PO4)6
mp-1214297,-2.359852424,Ca2Fe3Si3O14
mp-553432,-3.462855501,TiO2
mp-770816,-3.897435998,Dy2TiO5
mp-556868,-1.642085492,SrCu2Te2(ClO3)2
mp-28573,-0.566901768,WI3O
mp-1080730,-3.0866939,Sr2ZrMnO6
mp-560918,-2.699432879,Ba2V5(PO6)4
mp-640147,-1.278008306,Fe(NiO2)2
mp-554034,-3.43620378,KLa2NbO6
mp-1192849,-0.253607386,NaNiPO11
mp-560230,-1.017601696,CeAg6(NO3)9
mp-1199645,-1.290895933,Mn2As2O9
mp-581877,-3.260276009,Cs2Zr(Si2O5)3
mp-1200577,-2.346046803,Na4Zr2Ge5O17
mp-1191575,-1.336428176,K2Cr2O7
mp-1203156,-2.205156932,YCdBiO4
mp-541436,-2.658900043,NbTl(PO4)2
mp-1204474,-1.420151752,ZnCu2H4(SO4)2
mp-545544,-2.961060962,Ba2TaBiO6
mp-9425,-2.321988605,Sr2GaCuSO3
mp-1079008,-1.803157343,LaCoAsO
mp-1193185,-2.65470546,BaFeBP2O9
mp-21742,-2.562355093,Ba5AlIr2O11
mp-555741,-1.80252296,RbAu(SO4)2
mp-1192231,-0.827823215,CuIO4
mp-697146,-1.541789231,Zn(HO)2
mp-1203202,-0.946483599,Ru3C9Se2O9
mp-1191803,-1.113394357,Ag5TePO4
mp-551244,-1.287505189,CsK2CoO2
mp-1020947,-3.02069689,Y(PO3)3
mp-557089,-2.545307241,Rb2Zn3(P2O7)2
mp-19228,-2.308539499,K2MnV4O12
mp-542833,-2.282581715,Zn3(BO3)2
mp-1190900,-2.86136528,BaZn2Si2O7
mp-546190,-0.368565396,Ag2O3
mp-505312,-1.838665622,Sr2FeCuSO3
mp-29058,-2.009265635,V3(Bi3O8)2
mp-743878,-1.38995198,Fe2Te4H3ClO12
mp-20099,-2.027992131,In6WO12
mp-1201610,-3.40719337,Y2VO5
mp-601193,0.231338155,Pt3O4
mp-1019596,-3.838298748,CeZrO4
mp-1194684,-1.54015656,K2Cu5TeS3O19
mp-555275,-0.596930267,NbTe7Br5O
mp-17208,-2.577733335,K2Li14Zr3O14
mp-707811,-2.257094054,ZrH6NOF5
mp-558624,-2.577180146,Ba3LaRu2O9
mp-18731,-1.750082018,Fe3O4
mp-561157,-3.369722782,Sr3Y2(BO3)4
mp-510730,-1.699999649,K2FeH12(SO7)2
mp-3612,-2.533043881,NbSbO4
mp-1204126,-0.390532031,Cr3(NO5)2
mp-9890,-2.418775844,TaAgO3
mp-624769,-2.412584453,P2WO8
mp-559207,-2.524955196,Rb2Mn(PO3)4
mp-24577,-1.786062708,NiSnH12(OF)6
mp-19241,-1.753782696,BaNiO3
mp-1203708,-2.459040445,KHo2Cu(MoO4)4
mp-698046,-2.700821336,Na3VSi4(HO6)2
mp-1197745,-3.138153724,CsTi2P3(O5F2)2
mp-4386,-1.440111374,Cu2SO5
mp-11017,-1.139563908,KCd(NO2)3
mp-541734,-2.112561587,SrV2(NiO4)2
mp-8469,-1.931021971,Li8IrO6
mp-680836,-0.554918624,Ta4Te9I4O
mp-19518,-3.179439968,BaCr(Si2O5)2
mp-704617,-2.054406238,InCuPO5
mp-558217,-1.148637087,CsAg(NO3)2
mp-1199678,-2.198997742,Cs2P4Pd3O14
mp-629476,-0.93253514,RuC3SeO3
mp-1199575,-1.739515747,Ba2Cu2Te4Br2O11
mp-6496,-1.798732069,Ba2Na(CuO2)3
mp-1198793,-2.379334016,BaV2P4O17
mp-698396,-0.329697329,CuH4C2NCl3O
mp-600200,-1.47314177,V3H6CNO7
mp-1103591,-2.348464191,BaTmFe4O7
mp-6238,-3.08604577,Ba2Ta6Te2O21
mp-556067,-2.68598985,SrFe2(P2O7)2
mp-1197157,-1.316230982,Fe(TeO3)2
mp-28825,-1.304569919,K3CoO2
mp-695883,-1.479413814,CoH12SO10
mp-510057,-3.030994138,Gd3NbS3O4
mp-555227,-2.219670566,SrV6O11
mp-556473,-2.194744353,Cr2PBrO4
mp-28855,-2.321323637,Cd4OF6
mp-19427,-1.552953615,Na7(CoO3)2
mp-1163934,-3.195779416,Ca3V2(SiO4)3
mp-1197481,-1.825427484,Na2Hf(SO5)3
mp-1196598,-1.598072929,Cd(PO4)2
mp-1080028,-3.599455981,Sr2ZrTiO6
mp-1190839,-2.686934681,YMo2O7F
mp-3748,-2.424902193,AlCuO2
mp-644707,-2.656843287,La5MnOs3O16
mp-573240,-2.632020975,SrGd2Co2O7
mp-1201519,-3.19011413,K2Na2Nd4Nb2O13
mp-17642,-2.784855068,RbUCrO6
mp-542912,-1.32000533,FeH12Pt(ClO)6
mp-1201493,-1.775460551,Rb11Mn8O16
mp-24001,-2.377278259,NaZn2P2HO8
mp-21150,0.363539736,Sr2Ni(NO2)6
mp-559456,-2.652268078,KNd(WO4)2
mp-707478,-0.840931571,H6Os5Pt(CO)16
mp-553938,-2.657863902,KGd(WO4)2
mp-559795,-1.458550125,Rb7NaZn2O6
mp-28138,-0.625382916,Ni(ClO4)2
mp-18444,-2.271409217,Sr3CuRhO6
mp-6390,-2.991643876,Rb3Ti3(PO4)5
mp-555007,-2.349788658,Rb4V5CdClO15
mp-555965,-2.151320931,Li2ZnSn3O8
mp-19492,-2.461002435,LiMn(PO3)3
mp-19410,-2.290019454,ZnCr2O4
mp-1204067,-1.952725808,Al2CoP3NO14
mp-757360,-1.288382232,HgTe(HO)7
mp-1191835,-0.957037687,CuH10Se2(NO5)2
mp-560057,-1.133755702,ZrMo2Se8(Cl7O)2
mp-1205225,-1.479481545,FeP2O9
mp-643793,-1.57256431,Cu3H2(OF2)2
mp-20222,-2.992733314,Sr2NbInO6
mp-572441,-1.221504295,Cs3AuO2
mp-17271,-1.723365136,Sm4FeSe6O
mp-1202214,-0.751289392,Nb3Br7N2O5
mp-560660,-2.573240744,Ba4Eu4Zn3PtO15
mp-19094,-2.484963132,VO2
mp-19295,-3.184487569,LuVO4
mp-1104343,-1.378371885,FeCuAs2PbO10
mp-1196866,-2.188283772,Na3Fe(SO4)3
mp-1202462,-3.508501538,Sr5Ti8O21
mp-1106402,-2.921072305,Rb2TiOF5
mp-557821,-2.922960369,Ca3Cr3(PO4)4
mp-556861,-2.934239555,LiY(PO3)4
mp-6592,-1.188368339,K2Pt(NO2)4
mp-1196199,-0.980517732,AgH36S8I2(N3O4)3
mp-698430,-0.968593408,MnH9CNCl3O2
mp-18879,-2.272666486,V2ZnO4
mp-1197529,-1.873018046,SrAu2(SO4)4
mp-746793,-1.384925667,K2Mn7H18(C9O20)2
mp-29213,-2.009061167,Cd2Ge7O16
mp-20709,-0.791870986,Ba2ScSbO6
mp-624689,-2.162027927,V2O5
mp-19337,-2.454686735,Ba3CoSb2O9
mp-744703,-1.207116734,MnCuH10Se2(ClO5)2
mp-1198230,-1.901317111,Ti2C2O9
mp-30250,-2.62153307,YAgO2
mp-19386,-3.025328882,Sr3V2O8
mp-540872,-1.432051279,AgSbO3
mp-17478,-2.272687953,Ba2CoO4
mp-12894,-3.589075028,Y2SO2
mp-21369,2.403339865,W3O
mp-1203128,-2.631669389,Fe(SiO3)2
mp-1190622,-2.44251415,BaCrO4
mp-554593,-3.738020506,TbTaO4
mp-582882,-2.007642317,Cu2P2PbO8
mp-7947,-0.592068126,PtO
mp-556997,-3.390200382,Dy3BWO9
mp-558945,-0.996890401,Hg3AsBrO4
mp-510641,-2.002264769,LiFeAsO4
mp-561343,-1.64896187,Fe3(TeO3)4
mp-683967,-1.522135372,Cd7Te7Cl8O17
mp-559325,-3.530729254,Ba7Sc6Al2O19
mp-1202901,-2.381033867,Na2YHC2O7
mp-556059,-1.229561388,K2Ni(NO3)4
mp-550745,-2.235907053,TiFe(BiO3)2
mp-667291,-1.515805916,ReHg2O5
mp-22456,-2.344811245,Ba2Tb2Co4O11
mp-743529,-1.770074229,NaCoP3(H4O5)2
mp-558067,-2.326435553,Na8Hf(MoO4)6
mp-17876,-2.035917245,NaMnAsO4
mp-1199714,-0.790338204,HgP5H27C11(OF)6
mp-1192249,-2.168016213,Mn3TeP2Pb3O14
mp-557611,-2.299131333,Mn2Si2Pb2O9
mp-558154,-0.197924404,Ag3PO4
mp-1203440,-2.295615812,LiZnSO4F
mp-17237,-3.14003591,Gd3RuO7
mp-1020642,-3.350650486,Sr3Y2(BO3)4
mp-704536,-2.442833957,Be3Fe4Si3SeO12
mp-505469,-1.366348438,CoH2SeO4
mp-559633,-1.045175458,Cu6PbO8
mp-581875,-2.346226176,Ta3Bi7O18
mp-540655,-1.883434447,FeSO3
mp-18935,-2.681372988,K2V(PO4)2
mp-18851,-2.158259442,NaCr(WO4)2
mp-560774,-2.114542761,U3Ag6Mo5O27
mp-19299,-2.632096124,CrBO3
mp-1196629,-0.854587332,Cr4Fe2O19
mp-1205396,-2.248993891,PrMn7O12
mp-18926,-2.76980886,La3Ni2O7
mp-562826,-1.371983875,CoSeO3
mp-1191616,-1.209160692,MnSeO4
mp-1198666,-2.564608632,Rb7EuFe6(P4O17)2
mp-19217,-3.09435855,ErMnO3
mp-541508,-2.198144953,KVPbO4
mp-18463,-2.522537576,RbZnPO4
mp-18842,-2.226659288,TlV4O10
mp-1202122,0.726515582,Pd3(NO)16
mp-18953,-2.713472554,NaV(OF)2
mp-624762,-0.470858127,Fe4Te2(CO)11
mp-557801,-2.623772063,KBa3Ca4V7Cu3O28
mp-1180274,-2.18394477,MnZn2SiO6
mp-7374,-1.622707687,Ba(CuO)2
mp-1078470,-2.775134623,TiZnO3
mp-1192710,0.333791448,Ni(ClO2)2
mp-651726,-2.155322297,Ni3P4PbO14
mp-20016,-2.629047114,SmCoO3
mp-1197828,-1.67719585,Cs2MnH12(SO7)2
mp-1198676,-1.552257035,Cs8Fe2O7
mp-1077716,-0.894585631,PtO2
mp-733822,-1.693972262,ScRe4H8NO20
mp-1191633,-1.83025912,VO2F3
mp-554519,-2.836653605,Gd4Ti(SeO)4
mp-505300,-1.74281176,Cs2MnO4
mp-541761,-1.416248268,Zn3As2(HO)16
mp-555681,-2.798772199,La3CuS3O2
mp-558013,-1.452947614,MnH2(CO2)2
mp-510596,-1.787249032,EuCuSeO
mp-10517,-3.093280754,LiScP2O7
mp-6456,-2.624870175,LiNbGeO5
mp-1194355,-1.374623041,Fe3Sb2(BrO)4
mp-579086,-3.219044087,KSrNb2O6F
mp-559978,-1.592752518,CuAs2S8N8(OF7)4
mp-1009555,-1.869819587,CrO2
mp-1198098,-3.06621989,La3IrO7
mp-29792,-3.033698388,CaNb2O4
mp-1198352,-2.821801533,Ba3Fe2P4(O6F5)2
mp-1207582,-2.67136403,YbCrO3
mp-21125,-3.071658256,LuMnO3
mp-754329,-1.861094733,CdSnO3
mp-554726,-1.831836808,KNaCu3S3O13
mp-1192011,-2.372653199,Sr3(CoO3)2
mp-6548,-3.443300491,K2La2Ti3O10
mp-1198060,-1.244741323,Ba3Co2(NO2)12
mp-1105179,-1.956095233,Mn2FeReO6
mp-540715,-1.375356274,FeH20S2(NO7)2
mp-1104716,-1.282624901,KCr2FeO10
mp-552676,-2.82724005,LaFeO3
mp-556016,0.418581947,FeCuC5N6O
mp-15748,-2.972980561,Sr2CuSi2O7
mp-560103,-2.681541334,Er3Fe5O12
mp-5387,-3.560875343,YNbO4
mp-19333,-2.376926859,Fe2B2O5
mp-25279,-2.295243849,V2O5
mp-541763,-1.580807997,Mn5As4(H11O13)2
mp-504531,-1.364065106,CuH20S2(NO7)2
mp-19361,-2.14397203,Cr2(SO4)3
mp-556926,-2.102571565,CuAs2S4(O2F3)4
mp-1199524,-0.997860815,Mn(CO3)2
mp-20312,-2.423439858,V2WO6
mp-707277,-0.413848834,AgH2C2N3O
mp-1196463,-0.511789333,AgH12C4S2N5O3
mp-573024,-2.153945188,Na2Cu5(Si2O7)2
mp-510650,-1.780790514,NiP2(H4O5)2
mp-20073,-2.762696431,TiFeO3
mp-30525,-1.90419304,VTeO4
mp-1202735,-1.17601494,Al2Fe(PO9)2
mp-699550,-1.69417324,KCu3Ag(MoO4)4
mp-581217,-2.96721216,Cs2Nb4O11
mp-1194927,-1.750255592,VCdCoO5
mp-19422,-1.496268229,Na3VS3O
mp-6443,-2.452962152,Ba3CaRu2O9
mp-1204415,-1.83952028,Mn5(AsO6)2
mp-1195590,-2.253560039,Na3MnS2(O4F)2
mp-1180982,-1.004178631,KCo(CO)4
mp-25210,-0.568906344,NiO2
mp-19463,-2.395178453,Na5Tb(WO4)4
mp-653596,-0.656835967,Fe4Si(CO)16
mp-16435,-2.895965886,Ba3Sc4(CuO4)3
mp-1198325,-2.798822097,KMnP(OF)3
mp-21735,-1.891340792,LiFe5O8
mp-639811,-1.523245656,KIrO3
mp-631397,-1.462184145,FeBN3O3F4
mp-28653,-3.520399794,NdTa3O9
mp-8672,-2.991800778,La2PdO4
mp-1200882,-2.744620926,SrCdB2O5
mp-19442,-1.219792981,Mn(Ni3O4)2
mp-654900,-0.368562745,CuH9C4NO6
mp-555369,-1.612027413,SrCuH6O5
mp-510570,-1.738493291,CaMn4(CuO4)3
mp-1078341,-3.151954466,EuNbO3
mp-558841,-2.17951066,FeP2HO7
mp-1196996,-1.473010938,K2FeCl5O
mp-21963,-0.918857575,YTl5Cu2(NO2)12
mp-553910,-1.33743342,KV4Ag11O16
mp-510558,-2.567068059,Rb2SrV4O12
mp-603251,0.020698089,PdO
mp-23664,-1.788313917,YH3(CO2)3
mp-699606,-1.959364266,Sb3WC6O6F17
mp-558194,-2.8978727,NaLaMgWO6
mp-4651,-3.56150702,SrTiO3
mp-541790,-2.325188009,Co(PO3)2
mp-1194267,-1.110303022,Cu3TePbO8
mp-542271,-1.952930963,Y2H16S3O20
mp-18825,-2.776951799,YCrO4
mp-558689,-2.667575295,Ba2PrIrO6
mp-1858,-4.005882338,HfO2
mp-558297,-2.9544469,Na2Ce2TiSi(CO6)2
mp-4385,-1.775734104,CdCO3
mp-634062,-1.116422163,RbCdH2I3O
mp-559975,-2.494389097,SrMnO3
mp-505517,-2.736527727,BaNb4O6
mp-11872,-0.198327325,Ag2O3
mp-1178789,-2.200292851,V2ZnO6
mp-559500,-2.035118684,Na3VSO3
mp-667356,-1.257806858,PRuC4(OF)3
mp-19092,-1.957518823,CoWO4
mp-559825,-2.512979077,Zr(MoO4)2
mp-7467,-1.365335285,RbCuO2
mp-545706,-2.126590332,Ca3Cu2(BrO2)2
mp-572877,-1.361159651,Co5Se4(ClO6)2
mp-22726,-2.83694097,Sr2LuIrO6
mp-3520,-3.801682658,Y2SiO5
mp-19332,-3.011395211,BaGd2NiO5
mp-557122,-1.174249947,RbAu(SeO4)2
mp-19089,-2.715721708,UCoO4
mp-1203135,-1.415895409,CuTe2PbO7
mp-561736,-1.202505165,CoP3H12NO7
mp-1195349,-1.607454183,Cu3Ag2P2O9
mp-1194140,-2.054578295,Na2VO4
mp-578723,-2.01508728,UNi7(BO4)4
mp-1196512,-2.669040165,Ca5Cr3ClO12
mp-1202142,1.130106622,CrN3O4
mp-510366,-1.461716934,K6Co2O5
mp-555944,-2.241712932,NaP(WO4)2
mp-1205234,-0.427844071,AgH8C3S2ClO4
mp-556578,-1.028330343,Cd(IO3)2
mp-550820,-2.02266996,SmZnPO
mp-22252,-2.666733277,LaFe3(BO3)4
mp-1202020,-0.876791792,Co3SnC12ClO12
mp-554882,-2.005910428,DyCuTe2ClO6
mp-721692,-1.922817645,MnP2(H4O5)2
mp-1196031,-1.425428178,Rb3Cu3Cl8O
mp-1205035,-0.817177667,AgH28S8Br2(N3O4)3
mp-1189324,-1.522441362,Fe3Pb(SO7)2
mp-1191935,-2.989101531,RbVOF3
mp-18937,-2.528487801,V2O3
mp-19103,-2.590692647,LiCrP2O7
mp-21331,-2.721488923,K2RbGdV2O8
mp-505268,-3.141210055,BaLu2CuO5
mp-10728,-0.349193286,PdO
mp-561672,-1.4578067,Cs4IrO4
mp-16787,-2.454311907,K2V3O8
mp-458,-3.312792627,Ti2O3
mp-1179805,-0.702763287,RbCr(SO10)2
mp-29159,-1.773661466,MnHO2
mp-558324,-2.088819961,K2Ni4P4O15
mp-510294,-2.4739266,Sr2CuWO6
mp-558498,-1.159063933,ZnGaNO
mp-559840,-2.934087564,LiV(SiO3)2
mp-559723,-2.540452905,Cr2B(PO4)3
mp-1299874,-3.254258874,LiLa4CoO8
mp-31630,-3.169788244,Ba2TaCrO6
mp-24710,-2.115473795,VBP2H5NO9
mp-743988,-1.475845959,Na3CrH14(C3O8)2
mp-705009,-0.4790875,K3VC5N5O
mp-1193997,-2.180291245,BaLuCo4O7
mp-542123,-2.239905982,Ba3NaRu2O9
mp-1064456,-0.949362186,CuO
mp-545359,-1.353386544,KNa2CuO2
mp-557735,-1.813644554,BaCuTe2O7
mp-561965,-3.080771313,Ca3Nb2CoO9
mp-29709,-1.512814383,Hg3PO4
mp-18821,-3.298217891,Y5(MoO6)2
mp-12509,-2.035520535,YZnPO
mp-505289,-1.732972094,VCuHPbO5
mp-743568,-1.141145324,MnH2(SeO4)2
mp-557093,-2.107134958,SrCr2O7
mp-1197431,-0.966627131,Zn2AsO6
mp-24294,-0.800115663,HgHClO4
mp-1197840,-1.920628003,Zn6P4H14O23
mp-15734,-2.574748029,KMn4(PO4)3
mp-557660,-2.379736405,RbV2CrO7
mp-619100,-3.174198575,LiEuTiO4
mp-1104455,-1.830746521,W3O10
mp-1194382,-3.230005326,MgTi2O4
mp-555595,-1.639735883,KCu3S2ClO9
mp-1204584,-1.787148495,NaCu4P2ClO9
mp-556960,-1.954224609,Sr3Fe2(SeO3)6
mp-510541,-2.650344886,RbGd(WO4)2
mp-616557,-0.402815153,CoI(NO)2
mp-22081,-3.049054762,HoMnO3
mp-720849,-0.763702503,Na2H6PtC4N4O3
mp-559861,-2.029198485,NbBi(TeO4)2
mp-1204982,-1.720439906,Mn2Pb2O5
mp-20966,-3.038678347,Ba2UCoO6
mp-1079563,0.116577266,Ni(ClO)2
mp-1196664,-0.812606297,H13RuN5(ClO)2
mp-1086666,-3.101212016,Sr2TaInO6
mp-556169,-2.810311582,YSeO3F
mp-562985,-1.105106017,CoSiC4Cl3O4
mp-1095252,-1.406393439,SrFe2Se2O
mp-572807,-1.603505771,NdCu3Se2ClO8
mp-1205145,-2.620374601,Na2TiSi4H2O13
mp-6562,-1.961409546,Ba2CuHgO4
mp-1199534,-1.074470746,Zn4As3NO13
mp-707940,-2.084812636,ZrCd2H12(O3F4)2
mp-1193780,-2.000661427,MnInO3
mp-554508,-3.142265158,KYP2O7
mp-557754,-3.117283434,ZrP2O7
mp-1203971,-2.328292085,K2V3P2O13F2
mp-550925,-2.372471107,NaScAs2O7
mp-556875,-1.851801443,La4FeSe6O
mp-27265,-0.59730302,AuClO
mp-1189092,-3.045335273,CsZrOF5
mp-17997,-2.9987693,BaTi2(P2O7)2
mp-556697,-2.860529953,CaTa2Bi2O9
mp-21451,-2.177555037,Ba2SmCu3O7
mp-555245,-2.330432306,Ba4NdMn3O12
mp-540624,-1.060325843,NiH4(IO4)2
mp-849787,-2.187964147,K2MnP4(HO2)8
mp-1205096,-0.045878977,CoAg(N3O4)2
mp-5229,-3.560624802,SrTiO3
mp-19660,-2.922602524,Sr2V2O7
mp-30546,-1.273617937,K(IrO2)4
mp-1197526,-2.647642996,CsV(PO3)4
mp-554705,-2.165030093,Ni2P2O7
mp-765484,-1.60146892,MnH6SO6
mp-21568,-3.0143314,BaSm2CuO5
mp-24174,-2.005332743,V2CoP2(H4O7)2
mp-720299,-2.13843326,ZrCuH8(O2F3)2
mp-1205239,-1.290651317,Rb11Cu18(Cl15O)2
mp-582794,-3.682427481,Nd3Ti4O12
mp-18805,-2.500414146,Sr2CoMoO6
mp-1198650,-2.093828849,MnVPbO5
mp-20041,-1.955929633,Sr2EuCu3(PbO4)2
mp-1079450,-1.509894452,CoTe(PbO3)2
mp-558332,-1.382347893,K5Au(IO)2
mp-4820,-3.569274834,ZrSiO4
mp-1205049,-1.143106598,SiAg5O4
mp-18804,-2.151467726,BaDyCo4O7
mp-1190152,-1.936336422,SrHgAs2O7
mp-1195500,-2.224828286,RbY(SeO3)2
mp-721415,-1.00259083,CuH12N2(Cl2O)2
mp-4711,-1.668478865,Li2CuO2
mp-1195793,-2.427868493,BaFePHO5
mp-1079170,0.184877173,NaZnBr3O5
mp-542897,-2.014718943,BaIrO3
mp-558370,-2.67504283,Ca3TiBe2Si2(As3O10)2
mp-504495,-1.956942264,NaZnMoHO5
mp-10339,-3.190214658,SrNbO3
mp-720842,-0.89477038,BaH8PtC4(NO)4
mp-662567,-2.890604201,Nd12Cu6O25
mp-560306,-2.574513588,RbMn4(PO4)3
mp-24731,-1.87666361,Ni3AgP3(HO6)2
mp-542031,-1.716522347,CrPbO4
mp-19759,-2.426544331,BaYCo2O5
mp-19375,-1.887981098,CeCrSe2O
mp-15361,-2.457501034,V(PO3)3
mp-1203302,-1.716761429,Na7Cu4(AsO4)5
mp-554223,-2.400851484,RbScAs2O7
mp-8184,-2.233978622,Li2ZnGeO4
mp-615537,-0.762439039,PdC2ClO2
mp-19023,-2.575018987,YbCrO4
mp-720802,-2.12768755,Na6HfH8S5O24
mp-1181551,-2.612441095,La8Cu7O19
mp-23081,-2.595452045,Sr3Fe2Cl2O5
mp-1204480,-1.802387486,Tl2Ag3(PO4)3
mp-558363,-2.485140409,VP2O7
mp-1200529,-1.429900655,CuAsPbO5
mp-558399,-2.272893383,P3RuO9
mp-1095622,-2.523198418,Zr(MoO4)2
mp-18903,-2.543420149,Sr2CdWO6
mp-3530,-0.965334407,Au(OF3)2
mp-1199239,-1.223854164,CuP2H7C2NO6
mp-540582,-2.714570989,CaCr2O4
mp-743571,-2.032195693,Mn2Si(H2O3)2
mp-738680,-0.700165005,ZrH27C8N2Cl5O2
mp-697221,-1.889309294,K2FeH4(SO5)2
mp-3915,-1.970098143,BaHgO2
mp-554064,-2.355288748,V6O13
mp-706287,-1.948891926,KCuPH2O5
mp-23129,-1.698886053,Ba2Cu3(BrO2)2
mp-756147,-2.142519998,CrInO3
mp-560842,-2.105190608,Cd2SiO4
mp-560316,-1.264161999,Hg3SO6
mp-24099,-0.84703607,KCrH18N6(ClO2)4
mp-646720,-2.349504728,V2Cu(PO5)2
mp-867886,-2.428380192,Mn6P4H2O17
mp-558680,-2.932961539,Ba2Zn(BO2)6
mp-20285,-1.083882927,NaPt3O4
mp-559094,-1.12075694,Cu2H3ClO3
mp-19381,-3.036779012,DyCrO3
mp-541824,-2.371133217,BaV2CuO7
mp-1196309,-0.558852585,Cr3P2H40(C8O5)2
mp-556524,-2.469466305,Nb2Sn2O7
mp-19417,-2.822481569,TiFeO3
mp-1203060,-2.543870454,Sr2Fe(PO4)3
mp-21791,-2.563915305,V2Fe3(SiO4)3
mp-1197109,-0.169915437,FeSO11
mp-10197,-2.565427496,ZrO
mp-18701,-2.620430271,Ba3YRu2O9
mp-744430,-2.117265518,Mn5P4(HO2)10
mp-1204833,-0.937518015,Rb2RuNCl5O3
mp-17544,-1.962801893,Ca(CoO2)2
mp-19011,-2.248694804,Ba2NiTeO6
mp-24755,-1.434130307,Rb2NiH12(SeO7)2
mp-18281,-2.822775482,Ti2Ni(PO5)2
mp-1198599,-3.394767538,BaTi(SiO3)3
mp-1202866,-2.084417268,Na4Ti4Si3O22
mp-20299,-1.232402197,K3Co(NO2)6
mp-551086,-1.882488704,CrFe(BiO3)2
mp-1193503,-1.156912085,Eu5Cd2Sb5O
mp-19256,-2.916779258,Er2Mn2O7
mp-1197919,-2.298992132,ZrP2O9
mp-1193500,-0.601815544,Fe4As3O23
mp-738726,-1.16406268,ZrH16C5N2O3F4
mp-776325,-1.906616036,Sc2H6(SeO4)3
mp-1182001,-2.981998425,Ca3V2O8
mp-559834,-2.183265393,AgBTe4C(OF4)5
mp-22099,-2.319159408,Ba2Ho2Co4O11
mp-1201449,-0.727043936,CuH38C12(S4O7)2
mp-561987,-1.90975283,K2Co2(MoO4)3
mp-21302,-2.686566975,Sr2MnGaO5
mp-642779,-2.565948442,Y2V2O7
mp-1195966,-0.993980258,ZnAsO5
mp-1202063,-1.432605536,K2NiH12(SeO7)2
mp-1153970,-1.932058833,Zn4InGaO7
mp-1202064,-1.183441283,Cu3Pb2Se2(NO7)2
mp-29396,-0.987175144,Cu2PbO2
mp-1194501,-1.270393413,CdH3Cl3O
mp-21876,-2.160019979,Ba3NaIr2O9
mp-21874,-3.023306243,La2NiO4
mp-6721,-2.542492633,Sr3LiRuO6
mp-1190897,-2.581385372,CoB4O7
mp-1195387,-1.377005506,V4Cu13(O13F2)2
mp-558734,-2.014736065,PbWO4
mp-573069,-1.876454466,Ba2CaTl2(CuO4)2
mp-8759,-2.74111889,Cs2ZrO3
mp-19083,-2.387528686,NaVO3
mp-21275,-1.578053557,Ni(SbO2)2
mp-1203799,-2.075004179,TiPb(S2O7)3
mp-31703,-2.264191624,CrOF3
mp-600152,-1.208603085,FeHC2O3
mp-505449,-1.391608643,NiPH16NO10
mp-572621,-0.958698121,Ni2P2(C2O3)3
mp-707803,-1.466238467,Cs2H4RuNCl5O3
